route_id,trip_id
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/32__I1UISA_V1
NAVY,[@124.0.103534744@][31][1510337336593]/7__N1_MF
ILLINI,[@7.0.41200832@][1][1238430123625]/34__I5_UIMF
SILVER EVENING,[@12.0.42224456@][3][1246897172937]/10__SV4_UI_NOSCH
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/47__T2UISU
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/35__SV2UISU_V1
GREEN SATURDAY,[@7.0.41202550@][4][1248723388125]/2__GR3_SA
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/14__T2UISA
BROWN,[@6.0.626596@][1601838465133]/24__BA2_NOSCHMF_V1
TEAL,[@4.0.6079335@][1597347351575]/58__T3_NONUIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/22__T2UISU_V1
BROWN,[@2.0.80548152@][11][1425506717219]/17__BA1_MF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/65__T2_NONUI_SU
YELLOW,[@14.0.56288722@][1][1303749965506]/3__Y4_MF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/19__SV2UISA_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/23__GN2UISA_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/28__T2NON_UI_SA
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/19__Y2_NONUI_SU_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/39__Y7_UIMF_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/28__I1_NON_UI_SU
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/27__T2_NONUI_SU_V1
TEAL,[@4.0.6079335@][1597347351575]/50__T5_UIMF_V1
ILLINI,[@4.0.6310080@][1597516121254]/13__I2_UIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/24__T2_NONUI_SU_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/190__I6UISA
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/26__I1UISA_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/6__T2UISU_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/73__SV2UISA
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/22__GR1SA
YELLOW LATE NIGHT SUNDAY,[@4.0.5890225@][1597168976725]/15__Y2UISU_V1
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/32__T2UISU
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/3__SV2UISU_V1
BLUE,[@14.0.56288268@][4][1302636576192]/1__B3_NOSCH
SILVER,[@2.0.80548064@][2][1430401526568]/0__SV4_NONUIMF_NOSCH
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/67__I1NONUISA
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/14__T2NON_UI_SA
LAVENDER SATURDAY,[@15.0.63188981@][2][1334072065990]/28__L2SA
GREENHOPPER EVENING,[@14.0.50384734@][1270492238828]/32__GN3_MF
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/279__I3UISA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/170__I1UISA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/93__T2_NONUI_SU
TEAL,[@7.0.41893871@][4][1243540851671]/32__T3_UIMF
ORANGE,[@2.0.86175868@][1458585713139]/75__O3_MF
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/26__Y2_MF
RED SATURDAY,[@4.0.5909127@][1597169253406]/11__R2SA_V1
TEAL,[@4.0.6079335@][1597347351575]/156__T3_UIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/10__T1_NONUI_SU_V1
LAVENDER,[@15.0.63192662@][1][1334088165505]/12__L2_NOSCHMF
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/46__I1UISA_V1
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/30__GN4_SU
GOLDHOPPER,[@14.0.56289113@][3][1303767339853]/0__G4_MF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/6__T2UISU
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/16__GN3NONUISA
SILVER,[@4.0.6090318@][1597351255773]/87__SV2_NONUIMF_V1
TEAL,[@7.0.41893871@][3][1243541488843]/128__T4_UIMF
SILVER,[@4.0.6090318@][1597351255773]/128__SV2_NONUIMF_V1
BLUE,[@14.0.56288268@][4][1302638027523]/20__B2_MF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/11__Y3SU
GREEN,[@4.0.5960707@][1597257255963]/91__GN5_MF_V1
ILLINI,[@4.0.6310080@][1597516121254]/150__I2_UIMF_V1
SILVER,[@12.0.42199629@][4][1246896833000]/83__SV2_UIMF
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/43__T1UISU
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/34__I1UI_SU_V1
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/16__SV2UISA_V1
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/16__Y2UISA
SILVER,[@12.0.42199629@][4][1246896960625]/119__SV1_UIMF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/46__Y2UISU
TEAL,[@7.0.41893871@][3][1243541488843]/119__T4_UIMF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/126__T2_NONUI_SU
SILVER EVENING,[@12.0.42224456@][4][1246897225718]/24__SV4_UI_NOSCH
BROWN,[@2.0.80548152@][12][1425572286750]/24__BB2_MF
BROWN,[@6.0.626596@][1601838465133]/17__BA1_MF_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/74__SV1_NONUISU
BLUE,[@14.0.56288268@][3][1302635305265]/18__B3_NOSCH
YELLOW EVENING SATURDAY,[@4.0.5885438@][1597168881799]/18__Y5UISA_V1
GREEN,[@4.0.5960707@][1597257255963]/71__GN2_MF_V1
NAVY,[@124.0.103534744@][31][1510337012190]/0__N1_MF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/42__I1_NON_UI_SU
LIME SATURDAY,[@124.0.94415201@][12][1496415364707]/17__LM2SA
GREEN SATURDAY,GN1SAT014__GN2UISA
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/66__T2UISA_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/47__R3SA_V1
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/70__SV1_NON_UI_SA
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/23__I3UISU_V1
SILVER LIMITED EVENING,[@15.0.67924657@][2][1363728725942]/92__SV2_NONUIMF
GOLDHOPPER,[@14.0.51709152@][3][1278100832750]/0__G4_MF
SILVER,[@4.0.6090318@][1597351255773]/39__SV2_UIMF_V1
TEAL,[@7.0.41893871@][3][1243541396687]/93__T1_NONUIMF
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/87__I3UISA
BLUE,[@15.0.63191971@][4][1344873325565]/0__B4_SCH
YELLOWHOPPER,[@14.0.56289208@][1][1303755159638]/3__Y5_MF
GOLDHOPPER,[@7.0.41987615@][3][1246632955750]/32__G2_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898680792]/9__GN4SA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/179__I1UISA
GREY,[@2.0.80545657@][32][1435086731985]/0__GR3_NON_UI_MF
SILVER,[@12.0.42199629@][4][1246896833000]/71__SV4_NONUIMF_NOSCH
GREY SATURDAY,[@15.0.73008535@][31][1401898680792]/10__GR1SA_V1
SILVER,[@12.0.42199629@][3][1246896440906]/18__SV4_UI_NOSCH
ORANGE,[@2.0.86175868@][1458585713139]/2__O4_MF
GREEN EVENING,[@4.0.5972609@][1597257368084]/12__GNX4_MF_V1
RED,[@4.0.5898288@][1597169152898]/65__R2_MF_V1
LAVENDER,[@15.0.63192662@][1][1334088756953]/20__L2_NOSCHMF_V1
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/23__Y5NON_UI_SA
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/6__T2UISA_V1
SILVER EVENING SATURDAY,[@4.0.6326071@][1597517274838]/58__SV2UISA_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/34__T1_NONUI_SU
YELLOW SATURDAY,[@15.0.63192124@][2][1338469283845]/28__Y1SA
SILVER LATE NIGHT,[@4.0.6316806@][1597516865051]/29__SV1_UIMF_V1
RUBY EVENING,[@15.0.64613606@][2][1339515200981]/90__P1_MF
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/53__GR1SA_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/64__I1_NON_UI_SU
GREEN LATE NIGHT SUNDAY,[@4.0.6007981@][1597257987583]/22__GR3_UISU_V1
YELLOWHOPPER,[@15.0.63189099@][1][1334167904665]/13__Y4_MF
YELLOWHOPPER,[@15.0.63189099@][2][1334168564897]/53__Y2_MF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/21__T2UISU_V1
RED,[@14.0.56288404@][2][1302786666892]/0__GN8_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898680792]/6__GN2UISA
GREEN EVENING,[@7.0.41201218@][4][1256315923109]/0__L2_NOSCHMF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/133__T2UISA
YELLOW,[@4.0.5891782@][1597169066281]/68__Y3_NON_UI_MF_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/19__SV1_NONUISU_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/39__GN1_SU
SILVER,[@4.0.6090318@][1597351255773]/118__SV1_UIMF_V1
SILVER EVENING,[@12.0.42224456@][3][1246897172937]/3__SV1_UIMF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/187__T2UISA
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/2__I1_NON_UI_SU_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/5__I1_NONUIMF_V1
YELLOWHOPPER,[@15.0.63189099@][2][1334168396112]/40__Y4_MF
GREENHOPPER,[@15.0.68511981@][3][1370020069001]/2__GN8_SCH
YELLOW,[@14.0.56288722@][1][1310478786521]/0__Y5_MF
PINK,[@2.0.81838518@][12][1430161313741]/30__P2_NOSCHMF
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/3__SV1UISU_V1
RED,[@4.0.5898288@][1597169152898]/7__R5_MF_V1
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/2__GN3UISA
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/28__SV1UISA_V1
NAVY,[@124.0.103534744@][32][1510344867429]/21__N2_MF
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/52__RUB1_SA
SILVER,[@4.0.6090318@][1597351255773]/37__SV3_UIMF_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/63__I6UISA_V1
SILVER EVENING SATURDAY,[@4.0.6326071@][1597517274838]/59__SV2UISA_V1
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/51__I1_NONUIMF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/46__SV2_NONUIMF
TEAL,[@4.0.6079335@][1597347351575]/79__T3_NONUIMF_V1
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/38__T2UISU
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/18__Y3SA_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/0__Y5_NONUI_SU_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/15__R2SA_V1
ILLINI,[@7.0.41200832@][1][1238430123625]/8__I2_UIMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/4__T1UISU_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/38__T2NON_UI_SA
SILVER LIMITED EVENING,[@15.0.67924657@][2][1363728725942]/94__SV2_NONUIMF
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/26__I1UI_SU_V1
GOLD,[@7.0.41203042@][3][1246644818171]/5__G1_MF
TEAL EVENING,[@4.0.6083631@][1597347546580]/12__T2_UIMF_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/91__GN4_SU
SILVER,[@4.0.6090318@][1597351255773]/132__SV4_NONUIMF_NOSCH_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415885803]/29__LM2SA
YELLOW EVENING SATURDAY,[@4.0.5885438@][1597168881799]/5__Y1SA_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/9__I1_NON_UI_SU_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/25__GR4SA_V1
GREEN,[@4.0.5960707@][1597257255963]/3__GN7_MF_V1
RED,[@14.0.56288404@][1][1302720941921]/5__R2_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898697199]/16__GR1SA_V1
BROWN,[@15.0.61662606@][20][1329164155233]/6__BB1_MF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/24__SV2UISA_V1
GREY ALT,[@2.0.84907145@][1455575595497]/3__3N_/_7E_/_7E_SHOW_SCH
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/1__GN2SU_V1
TEAL,[@7.0.41893871@][3][1243541488843]/108__T3_UIMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/14__T1_NONUI_SU_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/28__GN3NONUISA
YELLOW,[@15.0.63189004@][1][1340833422191]/1__Y3_NON_UI_MF
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/56__SV1UISU_V1
GOLDHOPPER,[@14.0.56289113@][4][1303767496742]/18__G2_MF
ILLINI,[@4.0.6310080@][1597516121254]/111__I8_UIMF_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/178__I1NONUISA
SILVER LIMITED EVENING,[@15.0.67924657@][1][1363725754977]/10__SV2_NONUIMF
SILVER,[@12.0.42199629@][3][1246896440906]/6__SV3_UIMF
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/12__SV1_NONUISU_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/2__SV1UISU
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/7__GR2_SU_V1
TEAL,[@4.0.6079335@][1597347351575]/54__T1_NONUIMF_V1
GREEN,[@14.0.51573013@][4][1283961712890]/1__GN1_MF
SILVER,[@12.0.42199629@][3][1246896590515]/62__SV5_UIMF
ORANGE,[@2.0.86175868@][1458585713139]/46__O3_MF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/156__T2NON_UI_SA
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/38__T2UISA
GREEN,1GN509__GN1_MF
ILLINI,[@4.0.6310080@][1597516121254]/115__I2_UIMF_V1
SILVER LATE NIGHT,[@4.0.6316806@][1597516865051]/28__SV1_UIMF_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/104__I1UISA_V1
ILLINI,[@7.0.41200832@][1][1238430123625]/54__I4_UIMF1
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/5__T1UISA_V1
TEAL EVENING,[@4.0.6083631@][1597347546580]/8__T3_NONUIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/259__T2UISA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/159__I1UISA
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/7__I1_NON_UI_SU
TEAL EVENING,[@4.0.6083631@][1597347546580]/0__T1_UIMF_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/16__I5_UIMF_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/38__I1_NONUIMF
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/32__SV1UISU_V1
RED SATURDAY,20RED009__R1SA
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/7__R3_MF_V1
YELLOW EVENING,[@4.0.5867728@][1597168420258]/20__Y1_NON_UI_MF_V1
GREEN,[@4.0.5960707@][1597257255963]/34__GN9_MF_V1
PINK,[@2.0.81838518@][12][1430161313741]/29__P2_NOSCHMF
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/38__SV1_NONUISU_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/10__SV1UISU
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/172__I1UISA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/79__SV2UISA
GREY,[@2.0.80545657@][32][1435086731985]/0__GR3_UIMF
LIME EVENING SATURDAY,[@124.0.94417146@][12][1496419670340]/11__LM2SA
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/1__T1NON_UI_SA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/253__SV2UISA
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/13__Y5NON_UI_SA
RUBY EVENING SATURDAY,[@124.0.92246230@][1484327414903]/7__RUB1_SA
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/26__GN4_SU
RED,[@14.0.56288404@][2][1303318289597]/11__R2_MF
GREEN,2GN540__GN2_MF
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/54__Y5UISU
GREEN,1GN513__GN1_MF
RED,[@4.0.5898288@][1597169152898]/22__R3_MF_V1
TEAL EVENING,[@4.0.6083631@][1597347546580]/16__T1_UIMF_V1
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/1__GN5SA
GREEN,1GN508__GN1_MF
GOLDHOPPER,[@7.0.41987615@][4][1246632518062]/9__G5_MF
LAVENDER,[@15.0.63192662@][1][1334088954082]/22__L2_NOSCHMF_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/48__T2UISA_V1
SILVER,[@12.0.42199629@][3][1246905728609]/13__SV4_NONUIMF_NOSCH
SILVER LIMITED EVENING,[@15.0.67924657@][1][1363725754977]/2__SV2_NONUIMF
YELLOW,[@4.0.5891782@][1597169066281]/69__Y8_MF_V1
SILVER,[@12.0.42199629@][4][1246896833000]/96__SV2_NONUIMF
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/23__T2UISU
GREEN,[@4.0.5960707@][1597257255963]/65__GN7_MF_V1
ILLINI,[@4.0.6310080@][1597516121254]/155__I5_UIMF_V1
TEAL,[@7.0.41893871@][4][1243540851671]/15__T4_UIMF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/37__I1UI_SU_V1
ILLINI EVENING,[@7.0.41950648@][1244056065453]/224__I5_UIMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/16__T1_NONUI_SU_V1
ORANGEHOPPER,[@14.0.52435578@][4][1275675560671]/17__O3_MF
GREY SUNDAY,[@2.0.85633657@][32][1463429257036]/0__GR3_NON_UI_SU_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/46__T2UISU_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/260__I1UISA
SILVER,[@4.0.6090318@][1597351255773]/64__SV1_UIMF_V1
YELLOW,[@4.0.5891782@][1597169066281]/58__Y3_NON_UI_MF_V1
SILVER EVENING,[@4.0.6315454@][1597516821409]/23__SV1_UIMF_V1
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/6__GN4_SU_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/29__R3SA_V1
BLUE,[@4.0.5955594@][1597257189746]/12__B4_SCH_V1
RED SATURDAY,20RED024__R2SA
SILVER,[@4.0.6090318@][1597351255773]/54__SV1_UIMF_V1
SILVER EVENING,[@4.0.6315454@][1597516821409]/22__SV1_UIMF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/52__T1UISA
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/4__GN3NONUISA
RED,[@4.0.5898288@][1597169152898]/42__R3_MF_V1
LIME SUNDAY,[@124.0.94415718@][12][1496267134824]/14__LM2SU
ILLINI EVENING,[@7.0.41950648@][1244056065453]/95__I2_UIMF
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/63__SV1UISU_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/83__SV1_NONUISU
RUBY SUNDAY,[@124.0.125766852@][2][1558445741820]/1__RUB1_SU
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/17__I3UISU
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/42__GN4SA_V1
SILVER,[@4.0.6090318@][1597351255773]/83__SV2_NONUIMF_V1
BLUE,[@4.0.5955594@][1597257189746]/11__B2_MF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/188__T1UISA
BROWN,[@2.0.80548152@][11][1425506680849]/12__BA1_MF
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/63__Y7_UIMF_V1
GREEN,[@15.0.68508734@][3][1375908093213]/0__GN1_MF
SILVER,[@12.0.42199629@][3][1246896590515]/43__SV1_UIMF
TEAL,[@7.0.41893871@][3][1243541396687]/94__T3_NONUIMF
GREY,2GR723__GR1_NOSCHMF
PINK,[@2.0.81838518@][11][1430160316588]/16__P1_MF
GREENHOPPER,[@4.0.5978260@][1597257417676]/20__GN8_MF_V1
GOLD,[@14.0.51616748@][4][1283962170609]/0__G3_MF
YELLOW,[@4.0.5891782@][1597169066281]/72__Y1_NON_UI_MF_V1
GREENHOPPER,[@7.0.41101146@][3][1237929928359]/1__GNX2_MF
RED SATURDAY,[@4.0.5909127@][1597169253406]/42__R1SA_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/45__Y1SA_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/9__I8_UIMF_V1
SILVER,[@12.0.42199629@][4][1248355869859]/2__SV4_UI_NOSCH
YELLOW EVENING,[@4.0.5867728@][1597168420258]/21__Y8_MF_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/135__SV1UISU
TEAL EVENING,[@4.0.6083631@][1597347546580]/3__T1_NONUIMF_V1
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/19__GR3_SA_V1
GREEN EXPRESS,[@4.0.6008825@][1597258042989]/12__B1_MF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/81__T2_NONUI_SU
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/172__I1NONUISA
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/26__I1_NONUIMF_V1
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/36__SV1UISU_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/29__I1UI_SU
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/31__GN1_SU
GREENHOPPER,[@7.0.41101146@][4][1237930167062]/21__GNX4_MF
SILVER,[@4.0.6090318@][1597351255773]/31__SV2_NONUIMF_V1
TEAL,[@7.0.41893871@][3][1243541396687]/93__T2_UIMF
GREY SATURDAY,[@15.0.73008535@][31][1401898697199]/15__GN1SA
GREEN SATURDAY,GN4SAT004__GN2UISA
BRONZE,[@7.0.41201636@][4][1248385296531]/1__T3_NONUIMF_V1
GREY SATURDAY,[@15.0.73008535@][31][1401898680792]/11__GR3_SA
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/72__GR2SA
TEAL,[@4.0.6079335@][1597347351575]/30__T5_UIMF_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/277__SV2UISA
TEAL,[@4.0.6079335@][1597347351575]/109__T1_UIMF_V1
GREENHOPPER,[@4.0.5978260@][1597257417676]/6__GNX5_MF_V1
GREEN EXPRESS,[@4.0.6008825@][1597258042989]/6__GNX3_MF_V1
RAVEN,[@2.0.81457398@][11][1425933027212]/3__RV1_MF
TEAL,[@4.0.6079335@][1597347351575]/27__T3_NONUIMF_V1
YELLOW SATURDAY,[@15.0.63192124@][2][1342109091784]/0__Y1SA
ILLINI,[@4.0.6310080@][1597516121254]/160__I4_UIMF_V1
GOLD,[@7.0.41203042@][3][1246639948750]/34__G4_MF
SILVER,[@4.0.6090318@][1597351255773]/131__SV4_NONUIMF_NOSCH_V1
BROWN,[@6.0.626596@][1601838465133]/19__BA1_MF_V1
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/12__SV2_NONUIMF_V1
RED,[@14.0.56288404@][2][1305666705988]/3__R4_MF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/93__SV1UISA
GREEN ALT,[@2.0.84887452@][1455575490653]/18__GN8_SHOW_SCH
GREEN EXPRESS,[@4.0.6008825@][1597258042989]/4__GN1_MF_V1
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/7__Y2UISU
YELLOW,[@4.0.5891782@][1597169066281]/64__Y7_NON_UI_MF_V1
BLUE,[@15.0.63191971@][4][1344873325565]/0__B4_NOSCH
TEAL,[@4.0.6079335@][1597347351575]/32__T1_UIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/137__T1_UIMF_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/36__I1UI_SU
GREENHOPPER,[@15.0.68511981@][3][1370020069001]/2__GN8_MF
YELLOW EVENING,[@4.0.5867728@][1597168420258]/0__Y5_MF_V1
YELLOWHOPPER,[@15.0.63189099@][1][1334167556330]/3__Y3UIMF
TEAL,[@4.0.6079335@][1597347351575]/32__T3_NONUIMF_V1
GREEN EXPRESS,[@4.0.6008825@][1597258042989]/26__I8/4S_No_SCH_No_UI_V1
TEAL,[@7.0.41893871@][4][1243540851671]/20__T3_NONUIMF
TEAL,[@7.0.41893871@][4][1243540851671]/7__T2_UIMF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/18__SV2UISA_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/16__Y7_UIMF_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/283__I1UISA
YELLOW,[@4.0.5891782@][1597169066281]/22__Y3_NON_UI_MF_V1
LIME SUNDAY,[@124.0.94415718@][12][1496267328636]/27__LM2SU
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/37__SV1_NONUISU_V1
YELLOW,[@4.0.5891782@][1][1597683783451]/0__Y5_MF_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/24__T2UISA_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/24__SV1_NONUISU_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/11__I1_NONUIMF_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/35__Y2UISA
LAVENDER,[@15.0.63192662@][1][1334087851811]/3__L2_NOSCHMF
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721639425]/13__SV1_NON_UI_SA
TEAL,[@4.0.6079335@][1597347351575]/59__T4_UIMF_V1
GREY,[@2.0.80545657@][31][1425487442569]/12__GR3_NON_UI_MF_V1
SILVER,[@12.0.42199629@][4][1246896833000]/91__SV4_NONUIMF_NOSCH
GOLDHOPPER,[@14.0.56289113@][3][1303767339853]/6__G3_MF
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/15__SV1_NONUISU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/259__T2NON_UI_SA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/14__T2UISU
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/31__SV2_NONUIMF_V1
ORANGE,[@2.0.86175868@][1458585713139]/70__O2_MF
